order_id,product_id,user_id,quantity,unit_price,discount,item_total
O00000025,P000160,U000976,1,49.09,0.0,49.09
O00000025,P000488,U000976,1,987.04,0.0,987.04
O00000026,P000475,U000117,1,83.68,0.0,83.68
O00000027,P000111,U000602,1,47.31,0.0,47.31
O00000027,P000433,U000602,1,143.94,0.0,143.94
O00000028,P000117,U000642,1,222.4,0.0,222.4
O00000028,P000013,U000642,1,83.55,0.0,83.55
O00000028,P000382,U000642,1,164.54,0.0,164.54
O00000028,P000457,U000642,1,30.12,0.0,30.12
O00000028,P000337,U000642,1,99.85,0.0,99.85
O00000028,P000227,U000642,2,21.51,0.0,43.02
O00000029,P000363,U000813,1,46.83,0.0,46.83
O00000029,P000383,U000813,2,228.01,0.0,456.02
O00000030,P000461,U000245,2,65.78,0.0,131.56
O00000031,P000321,U000523,1,102.92,0.0,102.92
O00000032,P000042,U000552,1,250.51,0.0,250.51
O00000033,P000468,U000234,1,114.68,0.0,114.68
O00000034,P000196,U000728,1,56.45,0.0,56.45
O00000035,P000155,U000422,2,18.29,0.0,36.58
O00000036,P000221,U000580,1,112.07,0.0,112.07
O00000036,P000264,U000580,1,13.58,0.0,13.58
O00000037,P000330,U000876,1,352.24,0.0,352.24
O00000037,P000093,U000876,1,177.77,0.0,177.77
O00000037,P000149,U000876,1,289.14,0.0,289.14
O00000037,P000340,U000876,1,216.54,0.0,216.54
O00000038,P000203,U000858,1,52.57,0.0,52.57
O00000039,P000226,U000338,1,130.64,0.0,130.64
O00000039,P000164,U000338,1,96.06,0.0,96.06
O00000040,P000417,U000447,1,377.21,74.76,302.45
O00000040,P000270,U000447,1,157.85,20.89,136.96
O00000040,P000454,U000447,1,50.21,9.33,40.88
O00000041,P000027,U000024,1,216.09,0.0,216.09
O00000042,P000330,U000857,1,352.24,0.0,352.24
O00000042,P000055,U000857,1,63.36,0.0,63.36
O00000042,P000466,U000857,2,61.45,0.0,122.9
O00000042,P000428,U000857,3,43.41,0.0,130.23
O00000042,P000153,U000857,1,281.13,0.0,281.13
O00000043,P000105,U000578,1,12.96,0.0,12.96
O00000043,P000497,U000578,1,243.04,46.41,196.63
O00000043,P000191,U000578,1,19.69,0.0,19.69
O00000044,P000013,U000619,1,83.55,0.0,83.55
O00000045,P000404,U000399,1,275.59,0.0,275.59
O00000046,P000309,U000521,3,272.17,0.0,816.51
O00000046,P000147,U000521,1,72.99,0.0,72.99
O00000047,P000286,U000862,2,124.52,29.19,219.85
O00000048,P000019,U000995,1,79.56,0.0,79.56
O00000048,P000060,U000995,1,481.35,0.0,481.35
O00000048,P000233,U000995,1,118.93,0.0,118.93
O00000048,P000314,U000995,2,76.51,0.0,153.02
O00000049,P000483,U000704,1,688.21,0.0,688.21
O00000050,P000253,U000511,1,72.11,0.0,72.11
O00000050,P000318,U000511,1,68.94,0.0,68.94
O00000051,P000227,U000556,1,21.51,0.0,21.51
O00000051,P000094,U000556,1,90.64,0.0,90.64
O00000051,P000187,U000556,1,297.3,0.0,297.3
O00000051,P000464,U000556,1,722.33,0.0,722.33
O00000051,P000435,U000556,1,261.26,0.0,261.26
O00000052,P000145,U000812,1,132.56,19.33,113.23
O00000052,P000045,U000812,1,180.2,0.0,180.2
O00000053,P000264,U000826,1,13.58,0.0,13.58
O00000054,P000290,U000709,3,1115.69,0.0,3347.07
O00000055,P000314,U000766,3,76.51,0.0,229.53
O00000056,P000303,U000459,1,8.2,0.0,8.2
O00000057,P000415,U000037,2,57.39,0.0,114.78
O00000058,P000068,U000733,1,93.16,0.0,93.16
O00000058,P000460,U000733,2,17.37,0.0,34.74
O00000058,P000289,U000733,1,45.18,0.0,45.18
O00000059,P000176,U000866,1,148.39,0.0,148.39
O00000059,P000358,U000866,1,34.39,0.0,34.39
O00000059,P000380,U000866,1,4.54,0.0,4.54
O00000060,P000274,U000019,1,105.27,0.0,105.27
O00000060,P000217,U000019,1,63.42,0.0,63.42
O00000061,P000130,U000120,1,28.13,0.0,28.13
O00000062,P000447,U000773,1,121.29,0.0,121.29
O00000062,P000104,U000773,2,17.33,0.0,34.66
O00000062,P000172,U000773,1,41.96,7.42,34.54
O00000063,P000359,U000555,1,243.73,0.0,243.73
O00000064,P000005,U000962,2,66.67,0.0,133.34
O00000064,P000063,U000962,1,156.04,0.0,156.04
O00000065,P000414,U000644,1,82.74,0.0,82.74
O00000065,P000405,U000644,1,17.02,0.0,17.02
O00000066,P000467,U000328,1,15.07,0.0,15.07
O00000067,P000052,U000263,1,118.75,15.65,103.1
O00000067,P000028,U000263,3,43.26,31.74,98.04
O00000067,P000219,U000263,1,221.04,0.0,221.04
O00000067,P000199,U000263,1,228.23,0.0,228.23
O00000068,P000265,U000472,1,23.36,0.0,23.36
O00000068,P000389,U000472,2,46.39,0.0,92.78
O00000068,P000274,U000472,1,105.27,0.0,105.27
O00000068,P000326,U000472,1,47.7,0.0,47.7
O00000069,P000393,U000891,1,9.48,0.0,9.48
O00000069,P000241,U000891,1,49.83,0.0,49.83
O00000070,P000112,U000085,1,53.98,4.34,49.64
O00000070,P000119,U000085,1,458.18,0.0,458.18
O00000071,P000354,U000861,1,182.08,0.0,182.08
O00000072,P000301,U000009,2,5.36,0.0,10.72
O00000072,P000255,U000009,1,147.54,0.0,147.54
O00000073,P000368,U000972,2,298.83,0.0,597.66
O00000073,P000058,U000972,1,165.14,0.0,165.14
O00000073,P000118,U000972,1,83.09,8.77,74.32
O00000073,P000417,U000972,1,377.21,0.0,377.21
O00000074,P000473,U000481,1,5.47,0.0,5.47
O00000074,P000087,U000481,2,563.56,0.0,1127.12
O00000074,P000415,U000481,1,57.39,0.0,57.39
O00000074,P000201,U000481,2,1.19,0.0,2.38
O00000074,P000014,U000481,3,31.44,0.0,94.32
O00000075,P000262,U000742,1,23.63,0.0,23.63
O00000075,P000017,U000742,1,131.59,0.0,131.59
O00000076,P000181,U000051,1,48.04,0.0,48.04
O00000077,P000350,U000122,1,54.15,0.0,54.15
O00000078,P000381,U000233,1,60.76,17.97,42.79
O00000078,P000024,U000233,2,35.68,0.0,71.36
O00000078,P000073,U000233,1,429.55,0.0,429.55
O00000079,P000282,U000382,2,101.68,0.0,203.36
O00000080,P000499,U000552,1,138.97,0.0,138.97
O00000080,P000414,U000552,1,82.74,0.0,82.74
O00000080,P000493,U000552,2,25.24,0.0,50.48
O00000080,P000220,U000552,2,1011.0,0.0,2022.0
O00000080,P000255,U000552,2,147.54,0.0,295.08
O00000081,P000154,U000440,1,11.07,0.0,11.07
O00000082,P000138,U000262,1,180.65,0.0,180.65
O00000082,P000405,U000262,1,17.02,0.0,17.02
O00000082,P000343,U000262,1,86.23,0.0,86.23
O00000083,P000464,U000678,1,722.33,184.73,537.6
O00000084,P000445,U000409,1,8.7,0.0,8.7
O00000085,P000243,U000461,1,175.72,0.0,175.72
O00000085,P000264,U000461,1,13.58,0.0,13.58
O00000085,P000050,U000461,1,212.52,0.0,212.52
O00000085,P000001,U000461,2,201.32,0.0,402.64
O00000086,P000290,U000638,1,1115.69,0.0,1115.69
O00000086,P000404,U000638,2,275.59,0.0,551.18
O00000086,P000458,U000638,1,154.09,0.0,154.09
O00000086,P000486,U000638,2,7.39,0.0,14.78
O00000087,P000067,U000232,1,511.7,0.0,511.7
O00000088,P000097,U000698,1,1004.12,0.0,1004.12
O00000088,P000452,U000698,2,181.12,0.0,362.24
O00000089,P000079,U000337,2,41.88,0.0,83.76
O00000090,P000055,U000340,1,63.36,0.0,63.36
O00000091,P000031,U000858,2,115.9,0.0,231.8
O00000091,P000264,U000858,1,13.58,0.0,13.58
O00000091,P000310,U000858,3,483.45,0.0,1450.35
O00000091,P000301,U000858,1,5.36,0.28,5.08
O00000091,P000134,U000858,1,1027.75,0.0,1027.75
O00000091,P000500,U000858,1,78.12,0.0,78.12
O00000092,P000137,U000637,1,28.78,0.0,28.78
O00000092,P000057,U000637,1,9.84,0.0,9.84
O00000092,P000381,U000637,2,60.76,0.0,121.52
O00000092,P000442,U000637,1,256.33,0.0,256.33
O00000093,P000193,U000090,1,578.65,78.06,500.59
O00000094,P000304,U000193,1,0.78,0.0,0.78
O00000095,P000024,U000957,1,35.68,0.0,35.68
O00000095,P000240,U000957,1,8.64,0.0,8.64
O00000095,P000488,U000957,1,987.04,0.0,987.04
O00000096,P000367,U000956,1,28.27,0.0,28.27
O00000096,P000231,U000956,2,98.25,25.78,170.72
O00000096,P000023,U000956,1,11.42,0.0,11.42
O00000096,P000354,U000956,1,182.08,0.0,182.08
O00000096,P000258,U000956,1,36.49,0.0,36.49
O00000097,P000007,U000130,1,88.54,0.0,88.54
O00000098,P000154,U000747,3,11.07,0.0,33.21
O00000099,P000136,U000218,1,123.18,0.0,123.18
O00000099,P000082,U000218,1,125.46,0.0,125.46
O00000099,P000364,U000218,1,26.48,0.0,26.48
O00000100,P000328,U000256,1,11.92,0.0,11.92
O00000100,P000254,U000256,1,234.36,0.0,234.36
O00000101,P000303,U000832,1,8.2,0.0,8.2
O00000102,P000191,U000087,1,19.69,0.0,19.69
O00000103,P000374,U000877,1,10.77,0.0,10.77
O00000103,P000384,U000877,1,30.14,0.0,30.14
O00000104,P000306,U000177,3,66.58,0.0,199.74
O00000104,P000097,U000177,1,1004.12,0.0,1004.12
O00000104,P000467,U000177,1,15.07,0.0,15.07
O00000104,P000445,U000177,1,8.7,0.0,8.7
O00000105,P000092,U000170,2,936.3,0.0,1872.6
O00000105,P000003,U000170,1,35.9,0.0,35.9
O00000105,P000454,U000170,1,50.21,0.0,50.21
O00000106,P000027,U000659,1,216.09,0.0,216.09
O00000107,P000415,U000382,1,57.39,0.0,57.39
O00000107,P000281,U000382,1,15.58,0.0,15.58
O00000107,P000463,U000382,1,31.64,9.6,22.04
O00000108,P000047,U000810,1,840.89,0.0,840.89
O00000109,P000429,U000007,2,160.56,0.0,321.12
O00000109,P000296,U000007,2,321.98,0.0,643.96
O00000110,P000181,U000921,3,48.04,0.0,144.12
O00000111,P000007,U000954,1,88.54,0.0,88.54
O00000111,P000496,U000954,2,190.57,0.0,381.14
O00000111,P000475,U000954,1,83.68,0.0,83.68
O00000112,P000051,U000276,1,12.65,0.0,12.65
O00000113,P000374,U000672,2,10.77,0.0,21.54
O00000114,P000035,U000214,1,23.54,0.0,23.54
O00000114,P000434,U000214,1,186.65,0.0,186.65
O00000115,P000205,U000532,1,17.13,0.0,17.13
O00000115,P000303,U000532,2,8.2,0.0,16.4
O00000115,P000226,U000532,1,130.64,0.0,130.64
O00000115,P000091,U000532,1,79.35,4.55,74.8
O00000116,P000078,U000677,1,320.41,0.0,320.41
O00000116,P000275,U000677,1,587.2,0.0,587.2
O00000116,P000354,U000677,1,182.08,0.0,182.08
O00000116,P000431,U000677,1,293.31,0.0,293.31
O00000116,P000454,U000677,1,50.21,0.0,50.21
O00000117,P000070,U000452,1,65.44,0.0,65.44
O00000117,P000103,U000452,2,327.72,0.0,655.44
O00000118,P000052,U000461,1,118.75,0.0,118.75
O00000119,P000477,U000280,1,80.14,0.0,80.14
O00000119,P000464,U000280,1,722.33,0.0,722.33
O00000120,P000282,U000331,1,101.68,0.0,101.68
O00000121,P000069,U000447,2,53.08,0.0,106.16
O00000121,P000348,U000447,1,578.33,0.0,578.33
O00000121,P000307,U000447,1,250.43,0.0,250.43
O00000122,P000156,U000178,1,189.52,0.0,189.52
O00000122,P000071,U000178,2,54.02,0.0,108.04
O00000122,P000418,U000178,1,63.77,0.0,63.77
O00000123,P000399,U000708,1,187.96,0.0,187.96
O00000124,P000044,U000077,1,8.96,0.0,8.96
O00000124,P000005,U000077,1,66.67,0.0,66.67
O00000125,P000228,U000386,1,79.66,0.0,79.66
O00000125,P000296,U000386,2,321.98,0.0,643.96
O00000126,P000366,U000300,2,127.31,0.0,254.62
O00000127,P000342,U000529,1,74.6,18.41,56.19
O00000128,P000160,U000549,2,49.09,0.0,98.18
O00000129,P000130,U000979,2,28.13,0.0,56.26
O00000129,P000138,U000979,1,180.65,54.52,126.13
O00000130,P000353,U000654,1,31.47,0.0,31.47
O00000130,P000027,U000654,1,216.09,0.0,216.09
O00000130,P000086,U000654,1,17.74,0.0,17.74
O00000130,P000272,U000654,1,440.78,0.0,440.78
O00000130,P000227,U000654,1,21.51,0.0,21.51
O00000131,P000279,U000844,1,152.18,0.0,152.18
O00000131,P000387,U000844,1,39.2,0.0,39.2
O00000132,P000140,U000422,1,179.49,54.85,124.64
O00000133,P000155,U000484,1,18.29,0.0,18.29
O00000134,P000422,U000790,3,133.84,126.17,275.35
O00000135,P000229,U000389,2,33.06,0.0,66.12
O00000135,P000012,U000389,1,57.15,7.15,50.0
O00000136,P000279,U000286,1,152.18,0.0,152.18
O00000137,P000256,U000849,3,8.63,0.0,25.89
O00000138,P000462,U000873,1,64.71,0.0,64.71
O00000139,P000085,U000975,1,147.59,0.0,147.59
O00000139,P000478,U000975,1,24.44,0.0,24.44
O00000140,P000085,U000350,1,147.59,0.0,147.59
O00000140,P000290,U000350,1,1115.69,0.0,1115.69
O00000141,P000146,U000925,1,65.12,0.0,65.12
O00000141,P000233,U000925,1,118.93,0.0,118.93
O00000141,P000256,U000925,2,8.63,0.0,17.26
O00000142,P000075,U000032,1,68.96,0.0,68.96
O00000143,P000200,U000460,1,4.17,0.0,4.17
O00000143,P000061,U000460,2,217.56,0.0,435.12
O00000144,P000334,U000558,1,86.06,0.0,86.06
O00000144,P000296,U000558,1,321.98,0.0,321.98
O00000144,P000031,U000558,1,115.9,0.0,115.9
O00000144,P000113,U000558,1,78.05,0.0,78.05
O00000145,P000075,U000003,1,68.96,0.0,68.96
O00000146,P000262,U000814,1,23.63,6.73,16.9
O00000146,P000101,U000814,2,510.31,0.0,1020.62
O00000147,P000495,U000023,2,137.98,0.0,275.96
O00000147,P000013,U000023,2,83.55,0.0,167.1
O00000148,P000283,U000900,1,237.61,0.0,237.61
O00000148,P000462,U000900,1,64.71,0.0,64.71
O00000149,P000047,U000959,1,840.89,187.19,653.7
O00000150,P000338,U000489,2,29.54,0.0,59.08
O00000150,P000135,U000489,1,533.47,0.0,533.47
O00000151,P000244,U000807,1,317.55,0.0,317.55
O00000151,P000380,U000807,2,4.54,0.0,9.08
O00000151,P000399,U000807,1,187.96,0.0,187.96
O00000152,P000415,U000710,1,57.39,0.0,57.39
O00000152,P000393,U000710,1,9.48,0.0,9.48
O00000153,P000153,U000621,1,281.13,0.0,281.13
O00000154,P000446,U000757,2,48.94,0.0,97.88
O00000154,P000340,U000757,1,216.54,0.0,216.54
O00000155,P000288,U000986,1,17.75,0.0,17.75
O00000155,P000265,U000986,1,23.36,4.09,19.27
O00000155,P000311,U000986,1,68.08,0.0,68.08
O00000155,P000079,U000986,2,41.88,0.0,83.76
O00000155,P000303,U000986,1,8.2,0.0,8.2
O00000155,P000413,U000986,1,112.52,0.0,112.52
O00000156,P000370,U000420,1,77.61,15.44,62.17
O00000157,P000265,U000154,1,23.36,0.0,23.36
O00000157,P000225,U000154,1,127.76,0.0,127.76
O00000157,P000471,U000154,1,531.48,0.0,531.48
O00000158,P000085,U000713,1,147.59,0.0,147.59
O00000158,P000022,U000713,1,11.74,0.0,11.74
O00000158,P000462,U000713,1,64.71,0.0,64.71
O00000159,P000124,U000208,1,98.78,27.63,71.15
O00000159,P000138,U000208,1,180.65,0.0,180.65
O00000160,P000197,U000993,1,779.68,0.0,779.68
O00000161,P000027,U000141,1,216.09,0.0,216.09
O00000161,P000310,U000141,1,483.45,0.0,483.45
O00000161,P000494,U000141,1,205.74,0.0,205.74
O00000162,P000144,U000502,2,132.09,45.95,218.23
O00000162,P000211,U000502,3,23.76,0.0,71.28
O00000162,P000334,U000502,3,86.06,0.0,258.18
O00000163,P000204,U000236,1,104.22,0.0,104.22
O00000163,P000468,U000236,1,114.68,0.0,114.68
O00000164,P000240,U000472,1,8.64,0.0,8.64
O00000164,P000459,U000472,1,12.51,0.0,12.51
O00000165,P000402,U000470,2,74.61,0.0,149.22
O00000165,P000023,U000470,1,11.42,0.0,11.42
O00000165,P000243,U000470,1,175.72,0.0,175.72
O00000166,P000147,U000442,2,72.99,0.0,145.98
O00000167,P000315,U000934,1,19.74,0.0,19.74
O00000168,P000137,U000273,1,28.78,0.0,28.78
O00000168,P000052,U000273,1,118.75,0.0,118.75
O00000168,P000113,U000273,2,78.05,0.0,156.1
O00000169,P000116,U000089,1,29.95,0.0,29.95
O00000169,P000268,U000089,1,19.12,0.0,19.12
O00000169,P000122,U000089,1,71.53,22.9,48.63
O00000169,P000209,U000089,1,151.73,0.0,151.73
O00000169,P000100,U000089,1,38.71,0.0,38.71
O00000170,P000103,U000546,1,327.72,0.0,327.72
O00000170,P000122,U000546,1,71.53,0.0,71.53
O00000171,P000052,U000870,1,118.75,0.0,118.75
O00000171,P000337,U000870,1,99.85,0.0,99.85
O00000172,P000286,U000559,1,124.52,0.0,124.52
O00000173,P000094,U000355,1,90.64,27.27,63.37
O00000173,P000012,U000355,1,57.15,0.0,57.15
O00000173,P000102,U000355,1,35.48,0.0,35.48
O00000174,P000055,U000016,1,63.36,0.0,63.36
O00000174,P000272,U000016,1,440.78,0.0,440.78
O00000175,P000390,U000204,1,57.53,0.0,57.53
O00000175,P000459,U000204,1,12.51,0.0,12.51
O00000175,P000212,U000204,1,27.48,0.0,27.48
O00000176,P000402,U000693,1,74.61,20.81,53.8
O00000177,P000143,U000492,1,159.52,0.0,159.52
O00000178,P000320,U000674,1,462.11,0.0,462.11
O00000178,P000149,U000674,1,289.14,0.0,289.14
O00000178,P000481,U000674,1,45.18,0.0,45.18
O00000178,P000395,U000674,1,141.18,0.0,141.18
O00000178,P000002,U000674,2,209.86,0.0,419.72
O00000178,P000384,U000674,2,30.14,0.0,60.28
O00000179,P000415,U000710,1,57.39,0.0,57.39
O00000180,P000373,U000302,1,133.85,0.0,133.85
O00000180,P000064,U000302,1,30.23,0.0,30.23
O00000180,P000441,U000302,1,30.03,0.0,30.03
O00000180,P000180,U000302,3,112.91,0.0,338.73
O00000180,P000092,U000302,2,936.3,0.0,1872.6
O00000180,P000461,U000302,1,65.78,0.0,65.78
O00000181,P000251,U000968,1,247.01,0.0,247.01
O00000182,P000180,U000668,2,112.91,28.22,197.6
O00000183,P000240,U000181,1,8.64,0.0,8.64
O00000183,P000300,U000181,1,68.82,0.0,68.82
O00000184,P000414,U000514,1,82.74,11.75,70.99
O00000185,P000126,U000781,1,416.42,0.0,416.42
O00000185,P000283,U000781,1,237.61,0.0,237.61
O00000185,P000299,U000781,1,59.98,0.0,59.98
O00000185,P000458,U000781,1,154.09,0.0,154.09
O00000185,P000131,U000781,2,180.1,0.0,360.2
O00000186,P000264,U000882,1,13.58,4.5,9.08
O00000187,P000091,U000423,1,79.35,0.0,79.35
O00000187,P000404,U000423,1,275.59,0.0,275.59
O00000188,P000382,U000827,3,164.54,0.0,493.62
O00000189,P000453,U000775,1,22.28,0.0,22.28
O00000189,P000392,U000775,1,19.27,0.0,19.27
O00000190,P000354,U000747,1,182.08,0.0,182.08
O00000191,P000402,U000139,1,74.61,19.72,54.89
O00000191,P000335,U000139,1,35.96,0.0,35.96
O00000192,P000222,U000730,1,102.83,0.0,102.83
O00000192,P000242,U000730,1,67.85,0.0,67.85
O00000193,P000108,U000392,1,356.17,0.0,356.17
O00000193,P000363,U000392,1,46.83,0.0,46.83
O00000194,P000132,U000730,3,74.78,0.0,224.34
O00000194,P000357,U000730,1,12.49,0.0,12.49
O00000194,P000381,U000730,1,60.76,0.0,60.76
O00000195,P000412,U000328,1,13.42,3.11,10.31
O00000195,P000042,U000328,1,250.51,0.0,250.51
O00000195,P000319,U000328,1,44.07,0.0,44.07
O00000195,P000461,U000328,1,65.78,0.0,65.78
O00000195,P000137,U000328,1,28.78,0.0,28.78
O00000196,P000303,U000828,1,8.2,1.32,6.88
O00000196,P000286,U000828,1,124.52,0.0,124.52
O00000196,P000480,U000828,2,107.08,0.0,214.16
O00000197,P000055,U000134,3,63.36,0.0,190.08
O00000198,P000146,U000867,1,65.12,0.0,65.12
O00000199,P000204,U000253,1,104.22,27.92,76.3
O00000200,P000263,U000713,1,10.91,0.0,10.91
O00000200,P000040,U000713,1,893.62,0.0,893.62
O00000200,P000129,U000713,1,160.06,0.0,160.06
O00000200,P000445,U000713,1,8.7,0.0,8.7
O00000201,P000128,U000084,1,37.24,0.0,37.24
O00000202,P000008,U000312,2,83.29,0.0,166.58
O00000202,P000270,U000312,1,157.85,0.0,157.85
O00000203,P000001,U000242,1,201.32,0.0,201.32
O00000203,P000365,U000242,1,452.34,0.0,452.34
O00000203,P000303,U000242,1,8.2,0.0,8.2
O00000203,P000129,U000242,1,160.06,0.0,160.06
O00000204,P000475,U000077,1,83.68,0.0,83.68
O00000204,P000073,U000077,1,429.55,0.0,429.55
O00000204,P000095,U000077,1,80.85,9.89,70.96
O00000204,P000114,U000077,1,127.88,0.0,127.88
O00000204,P000250,U000077,1,43.84,0.0,43.84
O00000204,P000211,U000077,2,23.76,0.0,47.52
O00000205,P000482,U000489,1,195.5,0.0,195.5
O00000205,P000399,U000489,1,187.96,0.0,187.96
O00000205,P000135,U000489,1,533.47,0.0,533.47
O00000206,P000491,U000867,1,12.31,0.0,12.31
O00000206,P000264,U000867,1,13.58,0.0,13.58
O00000206,P000202,U000867,1,59.77,0.0,59.77
O00000206,P000369,U000867,1,107.86,0.0,107.86
O00000206,P000500,U000867,1,78.12,0.0,78.12
O00000207,P000373,U000350,3,133.85,0.0,401.55
O00000208,P000090,U000024,1,146.21,25.23,120.98
O00000209,P000266,U000659,1,27.15,0.0,27.15
O00000210,P000305,U000579,1,39.62,3.42,36.2
O00000210,P000471,U000579,1,531.48,0.0,531.48
O00000211,P000397,U000968,1,51.19,0.0,51.19
O00000212,P000459,U000931,2,12.51,0.0,25.02
O00000212,P000320,U000931,1,462.11,0.0,462.11
O00000213,P000416,U000868,1,186.15,0.0,186.15
O00000213,P000065,U000868,1,40.63,0.0,40.63
O00000214,P000417,U000781,2,377.21,240.83,513.59
O00000215,P000005,U000870,1,66.67,0.0,66.67
O00000216,P000306,U000506,1,66.58,0.0,66.58
O00000217,P000399,U000823,1,187.96,0.0,187.96
O00000218,P000469,U000016,1,167.72,0.0,167.72
O00000218,P000450,U000016,1,119.41,0.0,119.41
O00000218,P000089,U000016,1,126.47,0.0,126.47
O00000218,P000055,U000016,1,63.36,0.0,63.36
O00000219,P000204,U000371,1,104.22,0.0,104.22
O00000219,P000092,U000371,1,936.3,0.0,936.3
O00000220,P000459,U000005,1,12.51,0.0,12.51
O00000220,P000482,U000005,1,195.5,0.0,195.5
O00000220,P000179,U000005,1,160.1,0.0,160.1
O00000221,P000371,U000495,1,17.16,0.0,17.16
O00000221,P000191,U000495,1,19.69,4.04,15.65
O00000221,P000022,U000495,1,11.74,0.0,11.74
O00000221,P000291,U000495,1,5.47,0.0,5.47
O00000221,P000423,U000495,1,111.51,0.0,111.51
O00000221,P000014,U000495,1,31.44,0.0,31.44
O00000222,P000203,U000289,1,52.57,17.53,35.04
O00000223,P000356,U000489,1,19.45,0.0,19.45
O00000224,P000480,U000113,1,107.08,0.0,107.08
O00000225,P000233,U000703,1,118.93,0.0,118.93
O00000225,P000261,U000703,1,41.78,0.0,41.78
O00000226,P000269,U000170,1,95.69,0.0,95.69
O00000227,P000445,U000922,1,8.7,0.0,8.7
O00000227,P000471,U000922,1,531.48,0.0,531.48
O00000228,P000216,U000378,2,79.44,0.0,158.88
O00000228,P000496,U000378,1,190.57,0.0,190.57
O00000228,P000477,U000378,1,80.14,0.0,80.14
O00000228,P000079,U000378,1,41.88,0.0,41.88
O00000229,P000327,U000994,1,30.13,0.0,30.13
O00000230,P000040,U000281,1,893.62,0.0,893.62
O00000230,P000041,U000281,1,267.08,0.0,267.08
O00000230,P000398,U000281,1,70.68,0.0,70.68
O00000231,P000281,U000510,1,15.58,0.0,15.58
O00000232,P000334,U000223,1,86.06,0.0,86.06
O00000232,P000215,U000223,1,16.58,2.59,13.99
O00000233,P000445,U000423,1,8.7,0.0,8.7
O00000233,P000297,U000423,1,41.16,0.0,41.16
O00000233,P000030,U000423,1,300.86,0.0,300.86
O00000234,P000237,U000418,2,95.55,0.0,191.1
O00000234,P000343,U000418,1,86.23,0.0,86.23
O00000234,P000241,U000418,1,49.83,0.0,49.83
O00000234,P000427,U000418,2,586.21,0.0,1172.42
O00000235,P000169,U000839,1,214.34,0.0,214.34
O00000235,P000374,U000839,1,10.77,0.0,10.77
O00000235,P000386,U000839,1,183.61,0.0,183.61
O00000235,P000370,U000839,2,77.61,0.0,155.22
O00000235,P000326,U000839,1,47.7,0.0,47.7
O00000236,P000358,U000647,2,34.39,0.0,68.78
O00000237,P000041,U000078,1,267.08,0.0,267.08
O00000238,P000048,U000807,1,369.17,0.0,369.17
O00000238,P000087,U000807,1,563.56,0.0,563.56
